,Unnamed: 0,category,subcategory,current_price,raw_price,discount,likes_count,variation_0_color,variation_1_color,two_colors
51,51,4,109,32.99,72.99,55,727,4,3,True
52,52,4,153,22.99,44.99,49,929,9,4,True
53,53,4,9,26.99,52.98,49,404,10,4,True
54,54,4,41,30.66,52.98,42,1509,4,1,True
55,55,4,89,31.99,62.98,49,667,2,1,True
56,56,4,36,21.99,48.86,55,885,8,1,True
57,57,4,41,30.66,52.98,42,1507,9,4,True
58,58,4,36,21.99,39.28,44,16,4,8,True
59,59,4,11,32.99,64.98,49,16,1,13,False
60,60,4,18,25.99,49.98,48,1,2,0,True
61,61,4,89,23.21,46.42,50,276,3,13,False
62,62,4,109,24.99,44.9,44,4,9,1,True
63,63,4,106,29.99,65.99,55,5,0,9,True
64,64,4,109,25.99,57.75,55,2,8,1,True
65,65,4,111,39.87,72.99,45,343,1,13,False
66,66,4,153,19.42,36.98,48,35,0,3,True
67,67,4,109,27.99,57.99,52,60,0,1,True
68,68,4,40,29.99,69.52,57,50,0,9,True
69,69,4,36,27.99,59.35,53,65,0,3,True
70,70,4,9,35.78,70.0,49,108,6,4,True
71,71,4,7,11.1,22.81,51,125,0,10,True
72,72,4,169,44.99,97.87,54,155,8,4,True
73,73,4,85,9.99,17.98,44,2,10,4,True
74,74,4,89,21.99,48.18,54,82,0,3,True
75,75,4,106,26.99,58.67,54,4,6,13,False
76,76,4,21,12.99,23.99,46,10,9,1,True
77,77,4,153,23.51,45.99,49,53,8,13,False
78,78,4,36,23.99,52.15,54,27,9,0,True
79,79,4,169,23.99,45.99,48,48,2,1,True
80,80,4,48,8.79,18.85,53,29,6,8,True
81,81,4,169,44.43,87.32,49,119,1,2,True
82,82,4,109,28.99,57.99,50,187,6,13,False
83,83,4,110,42.99,82.99,48,155,2,13,False
84,84,4,106,27.99,59.55,53,13,6,13,False
85,85,4,106,26.99,61.34,56,74,0,4,True
86,86,4,36,18.99,42.2,55,19,0,1,True
87,87,4,109,23.99,53.31,55,26,10,9,True
88,88,4,106,27.99,54.98,49,30,3,13,False
89,89,4,153,48.99,96.98,50,26,11,13,False
90,90,4,106,27.99,50.28,44,1,11,13,False
91,91,4,109,41.99,80.99,48,2,1,13,False
92,92,4,36,28.99,53.08,45,1,1,2,True
93,93,4,9,25.99,49.99,48,0,4,13,False
94,94,4,109,21.99,42.99,49,1,6,6,True
95,95,4,109,28.99,63.02,54,0,7,13,False
96,96,4,36,25.99,56.5,54,4,7,4,True
97,97,4,153,30.99,61.99,50,15,0,10,True
98,98,4,9,10.99,21.13,48,241,3,13,False
99,99,4,153,24.99,49.98,50,2,3,11,True
100,100,4,109,42.99,80.99,47,18,9,13,False
101,101,4,36,23.19,46.38,50,586,4,7,True
102,102,4,48,10.99,22.62,51,48,11,13,False
103,103,4,7,9.99,19.99,50,33,6,4,True
104,104,4,109,23.99,62.76,62,0,4,13,False
105,105,4,106,29.99,57.77,48,266,5,9,True
106,106,4,106,25.21,56.02,55,211,0,10,True
107,107,4,169,66.99,133.99,50,50,8,0,True
108,108,4,36,21.99,49.49,56,101,0,10,True
109,109,4,153,24.99,48.98,49,33,6,10,True
110,110,4,153,25.55,49.99,49,63,0,3,True
111,111,4,106,20.0,45.06,56,18,0,10,True
112,112,4,84,23.69,45.39,48,87,3,1,True
113,113,4,9,24.99,48.98,49,4,1,4,True
114,114,4,36,25.99,56.5,54,3,4,3,True
115,115,4,7,9.99,18.99,47,3,6,13,False
116,116,4,166,15.99,29.89,47,2,1,2,True
117,117,4,153,15.99,28.99,45,2,10,1,True
118,118,4,106,41.99,76.99,46,185,1,13,False
119,119,4,9,48.05,94.0,49,489,9,13,False
120,120,4,109,17.99,35.99,50,187,4,1,True
121,121,4,128,13.32,27.57,52,35,0,2,True
122,122,4,50,29.99,59.98,50,15,1,13,False
123,123,4,153,26.99,53.98,50,12,7,13,False
124,124,4,155,12.99,21.99,41,16,7,13,False
125,125,4,9,27.99,54.99,49,17,7,2,True
126,126,4,106,21.99,45.81,52,19,0,9,True
127,127,4,48,10.99,22.62,51,40,11,13,False
128,128,4,36,25.99,57.64,55,33,0,3,True
129,129,4,48,6.59,14.13,53,114,3,0,True
130,130,4,166,15.39,31.11,51,110,1,13,False
131,131,4,109,25.99,58.77,56,258,4,1,True
132,132,4,128,16.49,33.0,50,516,2,0,True
133,133,4,59,19.99,39.0,49,42,1,13,False
134,134,4,53,18.99,36.99,49,273,0,8,True
135,135,4,68,39.87,78.0,49,82,4,0,True
136,136,4,153,21.46,41.99,49,33,0,3,True
137,137,4,41,32.71,62.98,48,42,0,13,False
138,138,4,36,21.0,43.75,52,39,9,1,True
139,139,4,155,15.99,29.99,47,6,0,13,False
140,140,4,89,17.99,35.98,50,20,8,13,False
141,141,4,109,22.99,49.97,54,28,0,9,True
142,142,4,106,35.99,77.43,54,58,0,2,True
143,143,4,131,22.99,50.37,54,31,4,11,True
144,144,4,9,23.99,46.98,49,6,0,9,True
145,145,4,109,41.99,82.99,49,2,4,13,False
146,146,4,9,28.99,55.99,48,2,5,13,False
147,147,4,111,24.99,84.08,70,186,0,7,True
148,148,4,111,21.99,47.8,54,2,8,1,True
149,149,4,106,22.99,41.06,44,7,6,0,True
150,150,4,112,47.02,87.99,47,184,10,13,False
151,151,4,36,18.99,41.34,54,251,1,9,True
152,152,4,61,25.99,59.98,57,0,7,10,True
153,153,4,36,25.99,56.51,54,28,9,0,True
154,154,4,8,34.99,66.99,48,52,0,3,True
155,155,4,89,38.99,76.96,49,63,1,13,False
156,156,4,36,21.99,47.8,54,71,2,4,True
157,157,4,106,23.99,56.5,58,6,1,1,True
158,158,4,153,16.99,32.99,49,217,6,11,True
159,159,4,36,20.99,45.63,54,0,6,1,True
160,160,4,36,25.1,58.37,57,32,0,10,True
161,161,4,41,18.99,39.99,53,3,8,0,True
162,162,4,9,28.99,55.99,48,3,4,13,False
163,163,4,106,32.99,68.19,52,46,0,11,True
164,164,4,99,38.99,90.99,57,2403,3,11,True
165,165,4,153,18.99,35.99,47,6,6,13,False
166,166,4,9,24.99,47.99,48,3,9,13,False
167,167,4,9,27.6,53.99,49,128,0,10,True
168,168,4,99,41.91,84.99,51,92,11,13,False
169,169,4,48,10.99,22.62,51,142,11,13,False
170,170,4,40,29.99,53.07,44,51,9,0,True
171,171,4,106,27.99,63.16,56,38,8,3,True
172,172,4,36,19.99,47.77,58,285,0,3,True
173,173,4,36,23.99,51.42,53,47,0,13,False
174,174,4,99,31.99,68.92,54,378,9,2,True
175,175,4,153,27.99,54.99,49,8,8,1,True
176,176,4,79,20.99,41.99,50,6,3,7,True
177,177,4,131,31.99,57.39,44,0,0,2,True
178,178,4,111,27.99,60.84,54,3,9,9,True
179,179,4,9,23.99,45.99,48,4,8,13,False
180,180,4,89,23.99,53.99,56,21,0,2,True
181,181,4,7,14.29,29.23,51,54,8,13,False
182,182,4,153,19.99,38.98,49,16,3,9,True
183,183,4,104,37.39,73.57,49,120,1,7,True
184,184,4,9,27.99,48.99,43,73,0,10,True
185,185,4,65,72.59,136.99,47,440,0,2,True
186,186,4,153,25.99,52.99,51,160,9,2,True
187,187,4,89,28.99,61.1,53,131,2,1,True
188,188,4,99,33.73,62.99,47,62,9,13,False
189,189,4,110,43.96,77.99,44,340,11,13,False
190,190,4,67,36.99,66.99,45,249,9,0,True
191,191,4,111,40.99,80.91,49,426,9,13,False
192,192,4,62,41.99,94.99,56,306,0,1,True
193,193,4,36,28.3,61.52,54,17,6,0,True
194,194,4,155,12.99,23.59,45,13,8,13,False
195,195,4,109,37.99,100.96,62,45,7,1,True
196,196,4,99,32.99,63.99,48,45,6,3,True
197,197,4,36,24.99,45.91,46,2,0,10,True
198,198,4,9,34.99,69.99,50,5,0,9,True
199,199,4,65,34.99,79.99,56,3,1,3,True
200,200,4,109,23.99,48.95,51,1,0,10,True
201,201,4,9,24.99,48.99,49,0,6,13,False
202,202,4,109,30.99,67.36,54,1,4,13,False
203,203,4,169,21.99,47.8,54,3,9,0,True
204,204,4,106,26.99,58.67,54,2,9,4,True
205,205,4,36,22.99,46.91,51,0,1,3,True
206,206,4,109,21.99,39.1,44,4,6,8,True
207,207,4,153,29.99,59.99,50,4,4,1,True
208,208,4,106,19.99,49.97,60,3,1,9,True
209,209,4,84,12.99,22.99,44,40,6,13,False
210,210,4,9,77.7,152.02,49,469,0,13,False
211,211,4,36,27.23,63.33,57,259,4,9,True
212,212,4,84,19.69,38.69,49,95,0,13,False
213,213,4,65,41.91,79.99,48,388,9,7,True
214,214,4,109,34.99,68.99,49,19,9,13,False
215,215,4,36,21.99,49.49,56,86,0,13,False
216,216,4,106,28.99,65.8,56,72,3,0,True
217,217,4,89,25.99,55.99,54,6,8,1,True
218,218,4,9,19.99,38.99,49,6,9,13,False
219,219,4,9,27.99,55.98,50,7,9,11,True
220,220,4,106,27.99,60.84,54,2,6,8,True
221,221,4,109,26.99,64.26,58,1,9,9,True
222,222,4,9,26.99,56.99,53,0,1,13,False
223,223,4,169,29.99,63.8,53,0,1,13,False
224,224,4,84,15.39,31.11,51,95,8,1,True
225,225,4,79,23.09,46.21,50,33,11,13,False
226,226,4,106,30.99,57.99,47,125,10,6,True
227,227,4,36,24.99,55.33,55,6,6,13,False
228,228,4,36,25.99,57.64,55,61,4,8,True
229,229,4,84,25.99,49.99,48,64,9,13,False
230,230,4,109,22.99,56.5,59,5,1,13,False
231,231,4,109,29.99,58.98,49,0,0,13,False
232,232,4,109,28.99,65.8,56,52,8,1,True
233,233,4,36,25.99,56.5,54,41,0,10,True
234,234,4,41,18.39,30.99,41,713,11,13,False
235,235,4,7,11.77,24.91,53,110,1,7,True
236,236,4,128,20.89,40.55,49,305,2,0,True
237,237,4,9,18.99,40.99,54,1,4,13,False
238,238,4,59,20.99,39.98,48,3,1,13,False
239,239,4,36,19.99,43.45,54,11,9,0,True
240,240,4,153,26.99,51.99,48,42,9,0,True
241,241,4,106,28.99,64.99,55,27,0,7,True
242,242,4,155,12.99,25.39,49,9,1,4,True
243,243,4,65,32.71,60.99,46,83,1,6,True
244,244,4,106,29.99,64.44,54,81,6,0,True
245,245,4,61,34.99,65.99,47,21,7,13,False
246,246,4,36,30.99,59.78,48,133,9,11,True
247,247,4,106,32.99,63.99,48,40,0,13,False
248,248,4,36,19.16,42.57,55,318,0,7,True
249,249,4,109,20.99,46.41,55,148,6,4,True
250,250,4,9,31.69,62.0,49,170,9,1,True
251,251,4,25,19.42,33.99,43,359,9,0,True
252,252,4,169,41.99,82.99,49,193,2,13,False
253,253,4,99,41.99,91.99,54,230,2,7,True
254,254,4,67,32.71,59.99,46,424,6,8,True
255,255,4,59,21.99,42.43,48,28,4,13,False
256,256,4,110,40.99,84.99,52,151,1,13,False
257,257,4,59,12.99,36.89,65,46,10,11,True
258,258,4,153,28.62,55.99,49,15,9,7,True
259,259,4,89,15.99,35.53,55,21,9,13,False
260,260,4,111,23.99,52.15,54,1,3,8,True
261,261,4,109,27.99,54.98,49,2,8,7,True
262,262,4,109,41.99,82.99,49,2,1,13,False
263,263,4,9,28.99,55.99,48,0,6,13,False
264,264,4,36,21.99,39.63,45,3,9,13,False
265,265,4,9,32.99,64.99,49,8,9,11,True
266,266,4,9,29.99,58.98,49,7,9,9,True
267,267,4,41,23.99,47.98,50,19,11,13,False
268,268,4,153,31.99,62.99,49,15,4,9,True
269,269,4,40,26.99,55.08,51,8,0,2,True
270,270,4,36,21.99,44.87,51,8,7,1,True
271,271,4,109,29.99,59.98,50,2,0,9,True
272,272,4,131,16.99,36.93,54,1,2,13,False
273,273,4,36,26.99,49.29,45,2,11,13,False
274,274,4,109,32.99,71.71,54,9,8,1,True
275,275,4,89,24.99,56.79,56,82,0,9,True
276,276,4,9,50.09,98.0,49,158,1,1,True
277,277,4,36,20.99,37.35,44,3,6,13,False
278,278,4,9,32.99,63.99,48,41,9,1,True
279,279,4,109,31.99,74.39,57,20,4,13,False
280,280,4,99,27.99,59.99,53,4,8,1,True
281,281,4,36,17.99,33.48,46,1,3,13,False
282,282,4,9,37.82,74.0,49,34,1,13,False
283,283,4,109,35.99,85.68,58,59,4,1,True
284,284,4,109,32.99,72.59,55,145,4,11,True
285,285,4,7,12.99,22.99,44,23,1,13,False
286,286,4,36,21.99,49.98,56,34,0,10,True
287,287,4,153,19.99,36.99,46,34,6,11,True
288,288,4,161,18.99,36.99,49,20,5,13,False
289,289,4,36,21.99,47.29,54,400,4,11,True
290,290,4,89,21.99,49.0,55,37,1,0,True
291,291,4,61,28.89,54.54,47,497,6,3,True
292,292,4,69,19.99,41.1,51,64,8,13,False
293,293,4,36,27.99,54.87,49,885,5,8,True
294,294,4,48,7.69,16.96,55,43,3,0,True
295,295,4,153,24.99,48.99,49,2,8,10,True
296,296,4,106,28.99,64.42,55,35,0,3,True
297,297,4,59,19.99,65.89,70,38,0,9,True
298,298,4,153,19.99,39.98,50,28,2,10,True
299,299,4,7,12.99,23.98,46,2,4,13,False
300,300,4,7,12.21,25.66,52,66,9,0,True
301,301,4,89,21.99,49.97,56,0,4,13,False
302,302,4,109,33.73,60.99,45,190,9,13,False
303,303,4,41,44.99,88.99,49,4,1,2,True
304,304,4,109,26.99,48.65,45,2,10,13,False
305,305,4,106,34.99,68.99,49,8,2,4,True
306,306,4,50,35.99,70.99,49,2,1,13,False
307,307,4,111,26.99,55.08,51,2,4,11,True
308,308,4,106,25.99,56.5,54,4,10,9,True
309,309,4,89,29.99,59.98,50,7,3,0,True
310,310,4,36,15.99,31.98,50,24,0,10,True
311,311,4,25,46.99,92.99,50,23,3,13,False
312,312,4,109,50.09,94.99,47,147,1,13,False
313,313,4,110,38.99,75.99,49,39,0,11,True
314,314,4,169,34.34,67.8,49,366,4,0,True
315,315,4,89,41.99,82.97,49,115,3,0,True
316,316,4,109,24.99,43.99,43,162,0,13,False
317,317,4,109,21.99,48.86,55,52,0,1,True
318,318,4,143,32.99,64.98,49,39,8,1,True
319,319,4,109,30.99,67.36,54,1,1,8,True
320,320,4,109,22.99,42.38,46,0,10,13,False
321,321,4,111,19.99,47.89,58,0,1,1,True
322,322,4,109,48.99,94.99,48,0,7,1,True
323,323,4,36,15.99,28.83,45,2,0,3,True
324,324,4,36,17.99,32.61,45,0,9,13,False
325,325,4,36,14.99,26.46,43,1,1,13,False
326,326,4,109,29.99,58.98,49,3,8,13,False
327,327,4,109,32.99,63.99,48,2,9,13,False
328,328,4,36,20.99,37.88,45,16,7,11,True
329,329,4,112,29.99,59.99,50,4,2,9,True
330,330,4,69,25.99,47.19,45,1,4,7,True
331,331,4,40,23.99,52.15,54,1,0,9,True
332,332,4,109,25.99,48.1,46,1,6,1,True
333,333,4,109,31.99,58.63,45,0,5,13,False
334,334,4,36,24.99,54.32,54,0,8,4,True
335,335,4,36,25.99,56.6,54,3,1,13,False
336,336,4,109,27.99,60.84,54,6,8,1,True
337,337,4,109,24.99,58.72,57,71,4,6,True
338,338,4,106,25.99,56.5,54,11,0,4,True
339,339,4,36,21.99,40.86,46,11,11,13,False
340,340,4,61,33.99,65.99,49,1,11,13,False
341,341,4,9,25.99,48.99,47,2,7,13,False
342,342,4,109,41.99,82.99,49,1,9,13,False
343,343,4,36,27.99,53.75,48,660,9,13,False
344,344,4,36,18.99,38.99,51,29,0,2,True
345,345,4,79,34.09,67.91,50,44,1,9,True
346,346,4,48,8.79,18.85,53,38,0,0,True
347,347,4,153,29.64,57.99,49,32,4,7,True
348,348,4,48,10.99,22.62,51,147,1,0,True
349,349,4,18,7.99,13.98,43,2,9,7,True
350,350,4,48,9.99,17.98,44,1,9,13,False
351,351,4,89,25.99,48.99,47,1,9,13,False
352,352,4,109,22.99,54.32,58,3,4,1,True
353,353,4,153,17.99,34.98,49,49,0,9,True
354,354,4,111,26.57,47.99,45,299,2,13,False
355,355,4,104,34.99,115.99,70,91,6,9,True
356,356,4,153,27.99,53.99,48,2,1,13,False
357,357,4,109,30.99,69.74,56,118,10,9,True
358,358,4,36,24.99,54.53,54,56,9,4,True
359,359,4,109,23.99,53.71,55,127,8,0,True
360,360,4,36,18.99,35.4,46,2,0,2,True
361,361,4,109,19.99,49.97,60,4,2,3,True
362,362,4,9,24.99,47.99,48,1,4,13,False
363,363,4,7,12.99,23.99,46,5,11,13,False
364,364,4,169,88.99,192.82,54,233,1,0,True
365,365,4,79,23.09,46.21,50,38,2,13,False
366,366,4,153,23.99,45.99,48,4,0,9,True
367,367,4,169,30.99,55.67,44,1,11,13,False
368,368,4,36,24.99,53.4,53,63,9,1,True
369,369,4,153,16.99,31.99,47,1,9,0,True
370,370,4,112,27.99,59.35,53,181,2,11,True
371,371,4,153,36.99,70.99,48,19,9,0,True
372,372,4,106,30.99,60.99,49,3,9,1,True
373,373,4,62,38.99,79.11,51,134,4,13,False
374,374,4,106,29.99,67.77,56,34,1,0,True
375,375,4,53,22.99,44.98,49,8,1,13,False
376,376,4,79,18.99,35.98,47,2,3,4,True
377,377,4,84,23.69,45.99,49,35,3,13,False
378,378,4,36,13.99,25.31,45,12,3,11,True
379,379,4,53,20.99,40.99,49,4,3,9,True
380,380,4,59,17.16,60.49,72,38,11,13,False
381,381,4,109,30.99,56.08,45,4,8,0,True
382,382,4,109,23.99,51.42,53,1018,0,13,False
383,383,4,109,24.99,47.72,48,90,6,7,True
384,384,4,65,25.55,44.99,43,394,10,0,True
385,385,4,153,36.99,71.99,49,3,6,10,True
386,386,4,153,28.99,56.98,49,19,4,7,True
387,387,4,106,27.99,55.98,50,11,10,13,False
388,388,4,143,25.99,51.98,50,10,10,2,True
389,389,4,112,38.99,76.91,49,60,1,8,True
390,390,4,109,27.99,62.82,55,277,1,7,True
391,391,4,106,28.99,62.45,54,32,9,11,True
392,392,4,131,32.99,70.99,54,128,9,7,True
393,393,4,9,46.99,89.99,48,157,1,7,True
394,394,4,50,41.91,78.99,47,110,1,13,False
395,395,4,99,39.99,80.99,51,91,9,7,True
396,396,4,169,79.74,142.99,44,193,0,8,True
397,397,4,111,52.14,94.99,45,385,0,7,True
398,398,4,104,16.99,36.26,53,186,8,1,True
399,399,4,153,21.46,41.99,49,54,3,11,True
400,400,4,9,36.99,72.98,49,12,8,4,True
401,401,4,109,60.32,115.99,48,18,2,1,True
402,402,4,109,44.99,86.99,48,1,1,13,False
403,403,4,109,35.99,82.99,57,2,0,13,False
404,404,4,40,28.99,59.16,51,3,6,3,True
405,405,4,36,20.99,42.83,51,1,6,13,False
406,406,4,106,19.99,40.79,51,0,0,10,True
407,407,4,169,30.99,55.67,44,0,11,13,False
408,408,4,106,25.99,60.84,57,1,0,11,True
409,409,4,128,19.99,38.99,49,7,6,0,True
410,410,4,109,25.99,56.5,54,4,1,13,False
411,411,4,9,23.99,53.98,56,3,4,4,True
412,412,4,153,13.99,27.0,48,27,11,13,False
413,413,4,9,24.99,48.98,49,6,2,8,True
414,414,4,36,17.99,37.47,52,12,0,3,True
415,415,4,153,15.99,30.99,48,8,0,1,True
416,416,4,106,26.99,56.29,52,14,0,10,True
417,417,4,36,28.99,63.57,54,642,6,1,True
418,418,4,169,44.99,87.99,49,281,2,1,True
419,419,4,89,24.99,54.32,54,42,0,2,True
420,420,4,84,25.99,49.98,48,0,3,13,False
421,421,4,79,26.99,51.98,48,0,11,13,False
422,422,4,128,16.49,33.0,50,69,0,2,True
423,423,4,153,17.99,33.99,47,0,4,3,True
424,424,4,106,33.29,73.98,55,138,0,2,True
425,425,4,106,20.99,46.64,55,55,0,1,True
426,426,4,109,32.99,67.32,51,0,9,2,True
427,427,4,36,19.99,41.64,52,3,9,13,False
428,428,4,9,20.99,39.99,48,2,1,4,True
429,429,4,89,25.99,48.99,47,3,1,13,False
430,430,4,40,29.99,56.53,47,1057,4,7,True
431,431,4,36,21.99,43.59,50,9,0,11,True
432,432,4,7,12.99,23.99,46,4,6,1,True
433,433,4,109,26.99,56.24,52,65,0,1,True
434,434,4,84,23.69,45.89,48,61,2,13,False
435,435,4,89,29.99,57.99,48,0,3,1,True
436,436,4,9,42.99,82.99,48,34,9,9,True
437,437,4,36,27.99,62.2,55,26,4,8,True
438,438,4,111,21.99,47.29,54,32,0,11,True
439,439,4,7,13.12,40.4,68,70,6,1,True
440,440,4,153,21.46,41.99,49,44,9,4,True
441,441,4,9,29.99,58.99,49,9,8,11,True
442,442,4,106,29.0,63.04,54,3,2,9,True
443,443,4,89,25.99,51.99,50,6,0,9,True
444,444,4,36,25.99,56.5,54,2,11,13,False
445,445,4,36,21.99,39.63,45,7,9,11,True
446,446,4,153,21.99,40.99,46,157,1,4,True
447,447,4,59,23.99,46.99,49,15,6,4,True
448,448,4,36,25.99,61.88,58,14,9,1,True
449,449,4,50,40.99,79.99,49,27,1,13,False
450,450,4,7,16.65,33.28,50,71,1,7,True
451,451,4,169,33.99,73.99,54,318,4,13,False
452,452,4,61,30.99,57.99,47,162,6,3,True
453,453,4,9,46.99,102.99,54,80,1,13,False
454,454,4,69,19.99,39.99,50,217,6,13,False
455,455,4,112,32.99,67.09,51,220,1,13,False
456,456,4,80,30.99,58.99,48,101,0,1,True
457,457,4,89,36.99,74.99,51,144,1,13,False
458,458,4,99,45.99,88.99,48,212,10,11,True
459,459,4,169,47.99,114.99,58,183,9,3,True
460,460,4,61,31.99,57.99,45,327,10,7,True
461,461,4,99,36.99,67.99,46,145,8,3,True
462,462,4,109,40.99,93.86,56,617,9,11,True
463,463,4,99,59.29,109.99,46,761,0,13,False
464,464,4,36,18.99,41.28,54,56,0,10,True
465,465,4,9,27.99,54.99,49,44,4,1,True
466,466,4,36,23.99,54.85,56,55,9,13,False
467,467,4,36,24.99,45.43,45,6,5,13,False
468,468,4,36,19.99,37.08,46,1,9,1,True
469,469,4,7,15.99,29.89,47,9,1,13,False
470,470,4,153,28.99,56.99,49,0,6,1,True
471,471,4,148,25.99,51.98,50,0,11,13,False
472,472,4,106,20.99,37.88,45,1,0,2,True
473,473,4,36,23.99,51.04,53,6,2,3,True
474,474,4,153,25.99,47.99,46,467,0,9,True
475,475,4,62,42.99,90.99,53,2727,10,1,True
476,476,4,41,49.99,99.99,50,40,0,9,True
477,477,4,89,26.99,53.99,50,7,8,1,True
478,478,4,106,17.99,32.99,46,184,2,0,True
479,479,4,25,40.89,77.99,48,44,8,4,True
480,480,4,109,25.99,47.66,46,9,1,7,True
481,481,4,106,23.99,52.56,54,65,8,4,True
482,482,4,36,21.99,43.99,50,89,0,9,True
483,483,4,89,26.99,49.16,45,8,0,3,True
484,484,4,169,106.99,227.99,53,96,3,13,False
485,485,4,36,19.99,44.44,55,45,3,2,True
486,486,4,36,35.99,78.54,54,232,9,1,True
487,487,4,89,25.23,60.06,58,455,2,2,True
488,488,4,112,26.99,54.0,50,37,0,11,True
489,489,4,99,46.99,103.16,54,36,9,13,False
490,490,4,36,17.99,35.98,50,38,0,10,True
491,491,4,155,13.19,27.34,52,106,1,0,True
492,492,4,106,31.99,62.99,49,0,10,1,True
493,493,4,169,55.99,110.89,50,89,8,4,True
494,494,4,36,24.99,45.78,45,5,1,9,True
495,495,4,9,25.99,49.99,48,1,6,1,True
496,496,4,153,18.99,34.99,46,1,2,13,False
497,497,4,41,26.99,52.98,49,2,0,9,True
498,498,4,36,23.99,52.15,54,2,9,4,True
499,499,4,21,14.99,27.98,46,0,7,1,True
500,500,4,155,15.99,29.98,47,1,0,4,True
501,501,4,9,18.99,40.99,54,2,7,9,True
502,502,4,106,32.99,64.98,49,1,0,13,False
503,503,4,89,27.99,55.99,50,1,9,2,True
504,504,4,155,15.99,29.98,47,0,6,0,True
505,505,4,9,31.99,62.98,49,0,7,13,False
506,506,4,153,34.99,67.99,49,0,1,13,False
507,507,4,41,35.99,70.99,49,1,10,13,False
508,508,4,41,32.99,63.99,48,1,1,13,False
509,509,4,153,23.99,45.99,48,0,1,13,False
510,510,4,89,29.99,58.99,49,0,2,13,False
511,511,4,153,21.99,40.99,46,0,2,13,False
512,512,4,61,26.99,52.99,49,1,0,4,True
513,513,4,65,36.99,70.99,48,1,1,13,False
514,514,4,48,10.99,22.62,51,61,11,13,False
515,515,4,153,23.51,45.99,49,121,1,4,True
516,516,4,153,22.99,43.99,48,127,0,11,True
517,517,4,109,24.99,45.01,45,0,10,9,True
518,518,4,109,26.99,52.99,49,0,9,3,True
519,519,4,106,32.99,71.71,54,0,8,8,True
520,520,4,62,29.99,59.99,50,65,6,7,True
521,521,4,36,20.99,61.04,66,71,8,1,True
522,522,4,84,13.99,23.59,41,34,9,13,False
523,523,4,166,14.29,29.23,51,18,8,0,True
524,524,4,36,20.99,45.99,54,84,1,13,False
525,525,4,84,19.69,38.39,49,85,8,13,False
526,526,4,9,33.99,67.99,50,14,0,10,True
527,527,4,36,28.99,63.02,54,3,4,2,True
528,528,4,89,27.99,59.99,53,4,0,10,True
529,529,4,59,13.12,52.48,75,89,11,7,True
530,530,4,109,35.99,85.08,58,265,4,9,True
531,531,4,36,19.99,44.44,55,48,8,0,True
